0.066831179;0.018326289
0.187707313;0.018494417
0.308583447;0.017620152
0.429459581;0.012845317
0.550335716;0.010357023
0.67121185;0.013215199
0.792087984;0.012710815
0.912964118;0.008742995
1.033840253;0.006019322
1.154716387;0.009482758
1.275592521;0.009953516
1.396468655;0.006221075
1.517344789;0.002892141
1.638220924;0.005145056
1.759097058;0.007666976
1.879973192;0.00817136
2.000849326;0.006086573
2.121725461;0.006153824
2.242601595;0.00649008
2.363477729;0.006826336
2.484353863;0.008339488
2.605229998;0.008339488
2.726106132;0.008339488
2.846982266;0.008339488
2.9678584;0.008339488
3.088734535;0.008339488
3.209610669;0.008339488
3.330486803;0.00793598
3.451362937;0.005851194
3.572239071;0.005817568
3.693115206;0.008204985
3.81399134;0.011702047
3.934867474;0.016275128
4.055743608;0.019335057
4.176619743;0.018259038
4.297495877;0.016981265
4.418372011;0.018225412
4.539248145;0.020276574
4.616169322;0.022394986
5.594167135;0.103735299
5.668341127;0.150004117
5.627133354;0.141866723
5.627133354;0.133729329
5.627133354;0.125591935
5.627133354;0.117454541
5.721911231;0.196655426
5.687571421;0.189334854
5.682077051;0.181813929
5.682077051;0.173676535
5.682077051;0.165539141
5.790671653;0.246782533
5.748009488;0.238775686
5.748009488;0.230638292
5.748009488;0.222500898
5.748009488;0.214363504
5.748009488;0.206226111
5.830425034;0.265407157
5.835919404;0.257068009
5.896357471;0.24709802
5.923829319;0.238775686
5.956795538;0.228620756
6.011739235;0.219208953
6.026109125;0.211376
6.072177302;0.202305366
6.107640962;0.222837154
6.147267022;0.24309097
6.11063789;0.23507687
6.105143521;0.210664689
6.202210719;0.278944821
6.165581588;0.271325261
6.165581588;0.263187867
6.165581588;0.255050474
6.226019655;0.291052277
6.268143156;0.315957633
6.231514025;0.307573652
6.231514025;0.299436258
6.326291903;0.344053219
6.319423941;0.335012137
6.286457722;0.328287018
6.407333856;0.336424412
6.434805705;0.326067729
6.495243772;0.314366022
6.561176209;0.305051732
6.616119906;0.31369351
